Species RecID,Rank,GEO_entity_type,ISO Code 2,Tags,Designation
49324,Species,Country,PE,extinct (?),CITES_EU
49326,Species,Country,PE,extinct (?),CITES_EU
49570,Species,Country,LC,introduced,CITES_EU
49570,Species,Territory,MQ,introduced (?),CITES_EU
49570,Species,Territory,MS,introduced (?),CITES_EU
49570,Species,Country,VC,introduced (?),CITES_EU
49855,Species,Country,PH,distribution uncertain,CITES_EU
49886,Species,Country,ID,extinct (?),CITES_EU
49907,Species,Country,ID,extinct (?),CITES_EU
49934,Species,Country,SG,extinct,CITES_EU
50019,Species,Country,SG,extinct,CITES_EU
50401,Species,Country,IN,distribution uncertain,CITES_EU
50415,Species,Country,SG,extinct,CITES_EU
50417,Species,Country,SG,extinct,CITES_EU
50422,Species,Country,SG,extinct,CITES_EU
50467,Species,Country,SG,extinct,CITES_EU
50470,Species,Country,SG,extinct,CITES_EU
50476,Species,Country,SG,extinct,CITES_EU
50492,Species,Country,ID,extinct,CITES_EU
50508,Species,Country,ID,distribution uncertain,CITES_EU
50511,Species,Country,SG,extinct,CITES_EU
50514,Species,Country,ID,distribution uncertain,CITES_EU
50514,Species,Country,MY,distribution uncertain,CITES_EU
50516,Species,Country,ID,distribution uncertain,CITES_EU
50528,Species,Country,SG,extinct,CITES_EU
50530,Species,Country,SG,extinct,CITES_EU
50537,Species,Country,SG,extinct,CITES_EU
50543,Species,Country,SG,extinct,CITES_EU
50548,Species,Country,SG,extinct,CITES_EU
50549,Species,Country,SG,extinct,CITES_EU
50552,Species,Country,SG,extinct,CITES_EU
50553,Species,Country,SG,extinct,CITES_EU
50579,Species,Country,SG,extinct,CITES_EU
50585,Species,Country,SG,extinct,CITES_EU
50588,Species,Country,SG,extinct,CITES_EU
50589,Species,Country,SG,extinct,CITES_EU
50596,Species,Country,MM,distribution uncertain,CITES_EU
50599,Species,Country,SG,extinct,CITES_EU
50601,Species,Country,SG,extinct,CITES_EU
50610,Species,Country,SG,extinct,CITES_EU
50613,Species,Country,SG,extinct,CITES_EU
50615,Species,Country,SG,extinct,CITES_EU
50645,Species,Country,SG,extinct,CITES_EU
50648,Species,Country,SG,extinct,CITES_EU
50650,Species,Country,SG,extinct,CITES_EU
50654,Species,Country,SG,extinct,CITES_EU
50658,Species,Country,SG,extinct,CITES_EU
50670,Species,Country,MM,distribution uncertain,CITES_EU
50679,Species,Country,PH,distribution uncertain,CITES_EU
50686,Species,Country,SG,extinct,CITES_EU
50696,Species,Country,SG,extinct,CITES_EU
50698,Species,Country,ID,distribution uncertain,CITES_EU
50701,Species,Country,SG,extinct,CITES_EU
50706,Species,Country,SG,extinct,CITES_EU
50714,Species,Country,JP,extinct,CITES_EU
50715,Species,Country,ID,distribution uncertain,CITES_EU
50722,Species,Country,SG,extinct,CITES_EU
50723,Species,Country,SG,extinct,CITES_EU
50724,Species,Country,SG,extinct,CITES_EU
50726,Species,Country,SG,extinct,CITES_EU
50728,Species,Country,SG,extinct,CITES_EU
50751,Species,Country,MY,distribution uncertain,CITES_EU
50791,Species,Country,SG,extinct,CITES_EU
50793,Species,Country,SG,extinct,CITES_EU
50798,Species,Country,SG,extinct,CITES_EU
50813,Species,Country,SG,extinct,CITES_EU
50814,Species,Country,SG,extinct,CITES_EU
50816,Species,Country,SG,extinct,CITES_EU
50840,Species,Country,SG,extinct,CITES_EU
50859,Species,Country,SG,extinct,CITES_EU
51758,Species,Country,MM,distribution uncertain,CITES_EU
52100,Species,Country,PW,distribution uncertain,CITES_EU
52106,Species,Country,AU,distribution uncertain,CITES_EU
52162,Species,Country,LK,distribution uncertain,CITES_EU
52371,Species,Country,MU,extinct,CITES_EU
52379,Species,Country,MU,extinct,CITES_EU
52382,Species,Country,MU,extinct,CITES_EU
52419,Species,Country,SG,extinct,CITES_EU
5266,Species,Country,ZA,extinct,CITES_EU
53703,Species,Country,CO,distribution uncertain,CITES_EU
5386,Species,Country,ZA,extinct,CITES_EU
53965,Species,Country,NI,distribution uncertain,CITES_EU
5762,Species,Country,ZA,extinct,CITES_EU
61193,Species,Country,ID,distribution uncertain,CITES_EU
61193,Species,Country,MY,distribution uncertain,CITES_EU
61198,Species,Country,ID,distribution uncertain,CITES_EU
62242,Species,Country,IT,extinct,CITES_EU
62242,Species,Country,NL,extinct,CITES_EU
62525,Species,Country,PT,extinct,CITES_EU
62529,Species,Country,NL,extinct,CITES_EU
62617,Species,Country,FI,extinct,CITES_EU
62617,Species,Country,HU,extinct,CITES_EU
63340,Species,Country,GB,extinct,CITES_EU
63340,Species,Country,GR,distribution uncertain,CITES_EU
63340,Species,Country,LI,extinct,CITES_EU
63340,Species,Country,NL,extinct,CITES_EU
63340,Species,Country,SK,extinct,CITES_EU
64515,Species,Country,PH,distribution uncertain,CITES_EU
67721,Species,Country,SG,extinct,CITES_EU
67733,Species,Country,SG,extinct,CITES_EU
67737,Species,Country,SG,extinct,CITES_EU
67752,Species,Country,SG,extinct,CITES_EU
67761,Species,Country,SG,extinct,CITES_EU
67939,Species,Country,SC,distribution uncertain,CITES_EU
68487,Species,Country,AR,introduced,CITES_EU
68487,Species,Country,CL,introduced,CITES_EU
68487,Species,Country,EC,introduced,CITES_EU
68487,Species,Country,PE,introduced,CITES_EU
68981,Species,Country,SG,extinct,CITES_EU
70603,Species,Country,SG,extinct,CITES_EU
70719,Species,Country,AG,extinct,CITES_EU
73071,Species,Country,DO,distribution uncertain,CITES_EU
73467,Species,Country,VN,distribution uncertain,CITES_EU
73480,Species,Country,CU,introduced,CITES_EU
73480,Species,Country,EC,introduced,CITES_EU
73480,Species,Country,ID,introduced,CITES_EU
73480,Species,Country,JM,introduced,CITES_EU
73480,Species,Country,MG,introduced,CITES_EU
73480,Species,Country,MU,introduced,CITES_EU
73480,Species,Territory,PF,introduced,CITES_EU
73480,Species,Country,PK,introduced,CITES_EU
73480,Species,Territory,PR,introduced,CITES_EU
73480,Species,Territory,RE,introduced,CITES_EU
73480,Species,Country,TH,introduced,CITES_EU
73480,Species,Country,US,introduced,CITES_EU
73508,Species,Country,AL,distribution uncertain,CITES_EU
73525,Species,Country,GB,introduced,CITES_EU
73587,Species,Country,MX,distribution uncertain,CITES_EU
73702,Species,Country,US,extinct,CITES_EU
74012,Species,Country,US,extinct,CITES_EU
74214,Species,Country,US,extinct,CITES_EU
74342,Species,Country,US,extinct,CITES_EU
74502,Species,Country,US,extinct,CITES_EU
74717,Species,Country,CA,extinct,CITES_EU
74717,Species,Country,US,extinct,CITES_EU
74976,Species,Country,US,extinct,CITES_EU
75060,Species,Country,US,extinct,CITES_EU
75064,Species,Country,US,extinct,CITES_EU
75348,Species,Country,AL,distribution uncertain,CITES_EU
75348,Species,Country,ES,distribution uncertain,CITES_EU
75502,Species,Country,CZ,extinct,CITES_EU
75502,Species,Country,EE,extinct,CITES_EU
75503,Species,Country,PL,extinct,CITES_EU
75504,Species,Country,NL,extinct,CITES_EU
75633,Species,Country,SG,extinct,CITES_EU
75645,Species,Country,SG,extinct,CITES_EU
75837,Species,Territory,GP,introduced,CITES_EU
75837,Species,Country,KN,introduced,CITES_EU
75837,Species,Country,VC,introduced,CITES_EU
75841,Species,Country,SV,distribution uncertain,CITES_EU
75869,Species,Country,HT,extinct,CITES_EU
75979,Species,Country,AT,distribution uncertain,CITES_EU
75983,Species,Country,AL,distribution uncertain,CITES_EU
76317,Species,Country,CZ,extinct,CITES_EU
76435,Species,Country,BE,introduced,CITES_EU
76435,Species,Country,ES,distribution uncertain,CITES_EU
76435,Species,Country,GB,introduced,CITES_EU
76435,Species,Country,NL,introduced,CITES_EU
76435,Species,Country,NO,introduced,CITES_EU
76435,Species,Country,SE,introduced,CITES_EU
76724,Species,Country,GE,distribution uncertain,CITES_EU
76749,Species,Country,GB,extinct,CITES_EU
76749,Species,Country,IE,extinct,CITES_EU
77061,Species,Country,LI,extinct,CITES_EU
77090,Species,Country,CZ,extinct,CITES_EU
77215,Species,Country,DK,introduced,CITES_EU
77215,Species,Country,FI,introduced,CITES_EU
77401,Species,Country,FR,distribution uncertain,CITES_EU
77401,Species,Country,IT,distribution uncertain,CITES_EU
77553,Species,Country,BR,extinct,CITES_EU
78569,Species,Country,HU,extinct,CITES_EU
78573,Species,Country,AL,distribution uncertain,CITES_EU
78737,Species,Country,IT,distribution uncertain,CITES_EU
79766,Species,Country,DO,introduced,CITES_EU
79766,Species,Territory,GP,introduced,CITES_EU
79766,Species,Country,KN,introduced,CITES_EU
79766,Species,Territory,PR,introduced,CITES_EU
79766,Species,Territory,VI,introduced,CITES_EU
79767,Species,Territory,PR,introduced,CITES_EU
80365,Species,Country,MT,extinct,CITES_EU
80367,Species,Country,MT,distribution uncertain,CITES_EU
80374,Species,Country,PT,distribution uncertain,CITES_EU
80395,Species,Country,GR,distribution uncertain,CITES_EU
80398,Species,Country,ES,distribution uncertain,CITES_EU
80398,Species,Country,IT,distribution uncertain,CITES_EU
80399,Species,Country,IT,distribution uncertain,CITES_EU
80399,Species,Country,MT,distribution uncertain,CITES_EU
80404,Species,Country,AL,distribution uncertain,CITES_EU
80523,Species,Country,MT,distribution uncertain,CITES_EU
82294,Species,Country,CH,extinct,CITES_EU
82351,Species,Country,AR,distribution uncertain,CITES_EU
82351,Species,Country,BO,distribution uncertain,CITES_EU
82794,Species,Territory,GF,distribution uncertain,CITES_EU
82794,Species,Country,GY,distribution uncertain,CITES_EU
82794,Species,Country,SR,distribution uncertain,CITES_EU
84564,Species,Country,US,extinct,CITES_EU
84607,Species,Country,US,extinct,CITES_EU
8541,Species,Country,US,distribution uncertain,CITES_EU
8574,Species,Country,TZ,distribution uncertain,CITES_EU
86321,Species,Country,US,extinct,CITES_EU
86385,Species,Country,US,extinct,CITES_EU
87376,Species,Country,US,extinct (?),CITES_EU
8765,Species,Country,ZA,extinct,CITES_EU
87693,Species,Country,US,extinct,CITES_EU
8797,Species,Country,CA,extinct,CITES_EU
8797,Species,Country,US,extinct,CITES_EU
8800,Species,Country,AU,extinct,CITES_EU
88108,Species,Country,CL,distribution uncertain,CITES_EU
9226,Species,Country,MG,distribution uncertain,CITES_EU
9399,Species,Country,US,extinct (?),CITES_EU
